SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Tue Jan 22 14:23:19 CET 2019
User: thoje
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: QEB0094
Integration Time (usec): 3000000 (QEB0094)
Spectra Averaged: 1 (QEB0094)
Boxcar Smoothing: 0 (QEB0094)
Correct for Electrical Dark: No (QEB0094)
Strobe/Lamp Enabled: No (QEB0094)
Correct for Detector Non-linearity: No (QEB0094)
Correct for Stray Light: No (QEB0094)
Number of Pixels in Processed Spectrum: 1044
>>>>>Begin Processed Spectral Data<<<<<
198,87	2246,00
199,67	2248,00
200,48	2250,00
201,28	2245,00
202,08	2249,00
202,88	2246,00
203,69	2246,00
204,49	2252,00
205,29	2248,00
206,09	2250,00
206,89	2247,00
207,70	2245,00
208,50	2249,00
209,30	2253,00
210,10	2252,00
210,90	2256,00
211,70	2252,00
212,51	2245,00
213,31	2249,00
214,11	2254,00
214,91	2254,00
215,71	2252,00
216,51	2247,00
217,31	2252,00
218,11	2250,00
218,91	2255,00
219,72	2256,00
220,52	2253,00
221,32	2256,00
222,12	2248,00
222,92	2250,00
223,72	2252,00
224,52	2256,00
225,32	2254,00
226,12	2250,00
226,92	2249,00
227,72	2255,00
228,52	2256,00
229,32	2257,00
230,12	2256,00
230,92	2249,00
231,72	2254,00
232,52	2254,00
233,32	2253,00
234,11	2254,00
234,91	2249,00
235,71	2253,00
236,51	2251,00
237,31	2253,00
238,11	2252,00
238,91	2255,00
239,71	2249,00
240,51	2253,00
241,31	2251,00
242,10	2257,00
242,90	2255,00
243,70	2256,00
244,50	2254,00
245,30	2256,00
246,10	2251,00
246,89	2253,00
247,69	2253,00
248,49	2250,00
249,29	2251,00
250,09	2253,00
250,88	2252,00
251,68	2256,00
252,48	2253,00
253,28	2251,00
254,07	2251,00
254,87	2257,00
255,67	2256,00
256,47	2254,00
257,26	2250,00
258,06	2251,00
258,86	2253,00
259,65	2256,00
260,45	2250,00
261,25	2249,00
262,04	2250,00
262,84	2257,00
263,64	2273,00
264,43	2254,00
265,23	2256,00
266,03	2251,00
266,82	2249,00
267,62	2254,00
268,42	2257,00
269,21	2253,00
270,01	2254,00
270,80	2249,00
271,60	2250,00
272,39	2260,00
273,19	2255,00
273,99	2257,00
274,78	2252,00
275,58	2256,00
276,37	2251,00
277,17	2257,00
277,96	2252,00
278,76	2254,00
279,55	2252,00
280,35	2248,00
281,14	2248,00
281,94	2254,00
282,73	2255,00
283,53	2260,00
284,32	2255,00
285,12	2249,00
285,91	2252,00
286,70	2254,00
287,50	2257,00
288,29	2255,00
289,09	2258,00
289,88	2252,00
290,67	2268,00
291,47	2259,00
292,26	2253,00
293,06	2251,00
293,85	2254,00
294,64	2258,00
295,44	2260,00
296,23	2256,00
297,02	2254,00
297,82	2251,00
298,61	2255,00
299,40	2255,00
300,20	2258,00
300,99	2254,00
301,78	2251,00
302,58	2259,00
303,37	2259,00
304,16	2259,00
304,95	2263,00
305,75	2262,00
306,54	2256,00
307,33	2261,00
308,12	2261,00
308,92	2262,00
309,71	2266,00
310,50	2259,00
311,29	2261,00
312,08	2266,00
312,88	2269,00
313,67	2267,00
314,46	2271,00
315,25	2269,00
316,04	2263,00
316,83	2262,00
317,62	2262,00
318,42	2260,00
319,21	2264,00
320,00	2261,00
320,79	2257,00
321,58	2261,00
322,37	2264,00
323,16	2262,00
323,95	2265,00
324,74	2264,00
325,53	2265,00
326,32	2267,00
327,12	2269,00
327,91	2270,00
328,70	2268,00
329,49	2274,00
330,28	2281,00
331,07	2288,00
331,86	2291,00
332,65	2288,00
333,44	2296,00
334,23	2313,00
335,02	2346,00
335,81	2366,00
336,59	2357,00
337,38	2316,00
338,17	2295,00
338,96	2282,00
339,75	2301,00
340,54	2283,00
341,33	2276,00
342,12	2272,00
342,91	2274,00
343,70	2270,00
344,49	2272,00
345,27	2265,00
346,06	2268,00
346,85	2264,00
347,64	2265,00
348,43	2271,00
349,22	2270,00
350,01	2269,00
350,79	2271,00
351,58	2277,00
352,37	2289,00
353,16	2288,00
353,95	2287,00
354,73	2282,00
